asset_code,asset_issuer,cnt
SHEAL,GA7TJRFCRFO4UX7J5GCVQ5T4BZFWYWPRWP6HOEWDHJI7JG3GNRFQAQ3S,216732
UNFCU,GANG2DR2XNJWJHPXE7ZEETOEJMB4LOAMD5IDQ5OEFEWPJZOP3462UNFC,216010
eTECH,GBA3FU3IF5T2BBXDFW2GD2YJL3FENWOJ6QAS3PX36OVENFWIA2D5TECH,215024
ZARTKN,GCHAOPC25PWCB23PNG6NLOV6A6CNULWFTESG6HFXIRKKUIFF2P4GVXG3,212589
RUSSIA,GCG52PRJDRVIQQM4XXFVFHX4DW2RNBP22FCLJXSYKNAMQTKTVDCZBRIC,212479
APT,GCZB6Y3KTLCVX4GOO6WT4FZEJ7Y5ORN64KMQUTGKFGFCKE4KOLQ5FAPT,210495
VFX,GB3OE4IBQTYQFZZS5RXQHE4IPQL7ONOFOSAIS2NFRNMJKZEAI3AAUT2A,208507
MEOW,GCZZK6B4MRHK2R4RRSS3ZYJZPFNQPO5Q47NHBESAOF2OCU3OJIZAMEOW,205000
eBTC,GCEAHWRSUTM2T6ATHI7DFGLXV4COMFL4OGJLAELLJIE6S6AWBGUEEBTC,204208
eLEDGER,GBG4BFUGQZQYMAZ47G3L23UN4BS4SXXABPVULEJURVEVMS5PYBKQELON,203448
eXLM,GCEIVWM3HPRGVVLCNHE4QB6QPGUGSOFE4XPPLUACT7HY4SZVMPHIEXLM,201830
AMM,GARQ7O5JPBD2DDVEFFZ2LVWH77BYSC7K7RMGI7W5GLRVSWPHZBNGBDOQ,200394
GOX,GACKWJXIL4WSAD5IJIPLUW7HSGY2VZHK7QHKKMIATEYFSWGK6TOKXGOX,197565
VDC,GAF2AWOIGBJSTSHG7WBFJUIQR4M4B6ZM3IMHNICUSG6LTRRP3LHVS7KH,197222
ULT,GC76RMFNNXBFDSJRBXCABWLHXDK4ITVQSMI56DC2ZJVC3YOLLPCKKULT,196836
SBI,GDJTHV47RVSFK5VQ4CDU44VXGIVGARCXR2SQWSCXEEBBHIUAZJHETSBI,196810
AzSpace,GD36LB3JLE7H3YJCGLNX4DNVDLRJQ7BYRC3RFNDECCQQTM7FBBWBOVTP,196321
XAU,GAME5YNKHIPRSMN2BI3HLS3OYD4NE6FQ2WKUUJPYYM6GU4MRDUBPHN6B,195367
STEP,GCF34QCP3A6A2DVV23HTZU7NL5X6PWNGLVJV7UB2L5IHGIM5L3ABSTEP,194600
AKCENT,GD26S4FS6SAXNRFBH7GIK7CQ66T6BRXHZMAK36LX6UIOOCEJXC3655C5,194012
NOZAMA,GDVA6YXBBNA7ONRYIWQDVSZC366EU5HQIBKPY4PNM4QBVSDJCKYMF2EE,193030
HELIX,GDFAOY7JTTJYT5ZL73NJZYLKEWXTD6NLSFDHJY5AJ6EDX2A5BSPKIKLX,192599
GTPLUS,GA2EMJTRDZDNLWPUYHYEFUYQMQXIJT6TOWQAXQGP24CO74VSMG6IH7CW,192193
REIT,GCXOJK55F3UMCSRTQ7YMMMUUPTBOEW7JNMHVP5JAPXGILGSHC723O6Q4,191884
XAU,GB3OE4IBQTYQFZZS5RXQHE4IPQL7ONOFOSAIS2NFRNMJKZEAI3AAUT2A,186210
AMMO,GB3OE4IBQTYQFZZS5RXQHE4IPQL7ONOFOSAIS2NFRNMJKZEAI3AAUT2A,186187
PEMEX,GCMT5KC3TZ4V44PJRAYWIBIHQDT4NW2ATIFTLHFWMXPRCWPNSQUOPEMX,185692
eCASH,GC6LSXVDNBZUFVPZOEIIT3IZRDPHDZZBKQEY2HD74V2PKGYBOJ4SELON,184400
ATOM,GAHGJY3J2L3ZTYS2IB5RZOU5FBR5Y4APVGD6MR3XEQD4N6G43Z5FFATM,183703
UNDP,GB4WNGDLN3EWFV45MAQVTV6BMMCNVG52SD6XKHQ5MDUKPEMK724Q2INV,182242
KOOBECAF,GCBUALEQ2QX3IYV7R7LN47YL7QHIEICQKQLX2HKDGOODYP5HEP7SYYYH,181587
BLACKROCK,GDRTUOLV6UKVCIC7TENARSVDHAAUSBORX2LSBC4KMFQF22I5HU3Z2YPX,180987
XBET,GDXCSEIUTQAOVV7D7XZFKY372457INWUWQOMRMRKHESNE7NMRZZZFDAP,180154
MGS,GDN4LELICSTPEPEU6TU34RWXMGNVQB74XO7K56QVTM7XUESJOGEFW3YE,178660
eDIGITAL,GBG4BFUGQZQYMAZ47G3L23UN4BS4SXXABPVULEJURVEVMS5PYBKQELON,178283
WORLD,GDQKWSWNTQTEV5AYYISGBLNKOJUBXHFH3TI42UYGKDMNPCINVXR22IBK,177588
CASS,GBLFABRSRFIH3LKC2ZDZBJQPC5INGW3MUUTNCZOEHUC2V4U3U4YHOZ34,177487
MEDBED,GDO4HS6MCSQN7BHWOS3URVWTKO676N2KZQV2UW7H554JCYXSENAUXOVL,176610
SHAGGY,GBC4JTZSIDM6KNGJPHPNF7DKK3YXYLFLOQKL2OS755KV62BN4TRZC5U3,173317
ePAY,GCFOSQZASHVKZQTRWXHTM6GRUEMERPKHDCL3ISPUKIC2ZZSWJ3U4EPAY,172574
QGOLD,GAM5E45JMMLMZLU4BTY3PN5TO4GVPBU7MN35OAXJUQMWG7PT544METAL,172472
MERGE,GCWFBGMQLIQJVPODEEUEGED5ZQ5GFEBARXTTH5HNZ7ZPQSKQCVOMERGE,171022
TFOSORCIM,GBXCVJRI4S4Y3MAN4LTSYJEPUNL6UUWLP7IZJNAZPNSJ4QZ4GQENZIEV,169676
iDRA,GA7NLOF4EHWMJF6DBXXV2H6AYI7IHYWNFZR6R52BYBLY7TE5Q74AIDRA,169612
SIX,GBDE4KB7NPOZJIDAYWDUSKL5QLMOAHOZIMEGIDGTMKLXLTXUVBRKBSIX,169011
CHF,GAME7NF5G4D6ICN6NSUGEGBT6BF6M2ZDOOWR5KL7NILOHDVMH3IMCR7Q,168981
R3,GAGGWZST74BALCAZNSDQLMDLOYRIOJTQUYW7HWWR7LZWT7RCOMLMJURA,168743
FKSILVER,GDUZXK2FIGNQIZLSMEDMKZLPA3CXW3FXEGU2GSVPO6KOR5WVJHHOQUSA,168596
eBANK,GC6LSXVDNBZUFVPZOEIIT3IZRDPHDZZBKQEY2HD74V2PKGYBOJ4SELON,167893
ERS,GAAVEH33434F6P4HWCSGSUGDFBPVN5LEJIQMICQCNVN6ALSQZYYV5ERS,167324
NEWBREAK,GBIKE4N4EOJOXNSGYIP6WDCG64BH2NHTINWHBNFTGXL3J25NRBKWLNEW,167225
NTRS,GDVE6ZJ2QNYZCSRCB7WRBEAWCVFYZQBFFFWKQ7PLGAVIVZNOXELDNTRS,165644
SERAPHIM,GDCUMAI2K4TTG4SSKXTTQIVHPYP7NA26RKR2PSUKHM42CZXV6ZV5PROJ,164484
ySHIBA,GDJUWPUVWHVHYPZTFTKSR4OWMHK7MWGOWDUHH4NSEYWRLDECR57SHIBA,164351
GPT,GD5BBBAERZTJDL3ACK3MNHH6V36I4E74PDQKKAIGTOT4KZLL4EIIOGPT,162155
QXRP,GBZEPCEX2GPQTOVJXZLV6Q5JUKC4Q4K5ZJ6JWYDVQ5O3WMA7ZNZZQXRP,162033
LUKOIL,GDLIAWTLMEPK773JDIOFFL5EWIFZ6C7NBRVHP4VERXLJDRN4KT53LUKQ,161217
eLIGHTNING,GCLVBAOC3BEX5ZKF76TZHY5Y4BMIQCDVF4DCOWSAS4BJBJ32MB2DLGHT,159889
LEDGER,GDJTHV47RVSFK5VQ4CDU44VXGIVGARCXR2SQWSCXEEBBHIUAZJHETSBI,158862
Izicoin,GDXG2QB3GYD7PSJ4BDZA3DBGHTTWOPONJ6JUCVYSZZJAHCJZ3PPEVAKY,157428
AREA51,GCUDMSQLD55M46YST5MHU6FC5PBIK5LOJVKEGEBGGQTIC5EOSCW3QUSA,157218
ASSANGE,GC7HZHFGEBNLV7EOQ6JAAYXIQ45YPXK74MNCZKT4UWWYIKEK5AUHNM5U,156342
CBI,GCN65PH2QYG4TWIJA5GTVUDIR3WX6LXIBETZTSLZF4X5SI4OZ3T3BANK,155206
AXRP,GCIAZN2Z6NFWHBFHIXDE4UKH5W7U5E5M6P426JXDUCIRJUAWSTVENVPS,152859
SDEXEX,GBQHMDRWV3WU5YACBUUCBY4Y6PPWBJXW5WCSG5XJ63FC4HXJNGXYFD5J,149906
Yinbi,GDTFHBTWLOYSMX54QZKTWWKFHAYCI3NSZADKY3M7PATARUUKVWOAEY2E,148471
yXRP,GDOROQH7KGTGI3D37DVEOVKRJU2VGKGJR2KHXTZ75R4YD5QR6JQ6YXRP,148261
Pi,GCIAZN2Z6NFWHBFHIXDE4UKH5W7U5E5M6P426JXDUCIRJUAWSTVENVPS,148185
SGB,GDQSKB25T24N62MHTJGB5ONRURVWEDMZBOGII7B57RZ77CU5CLMWKTR6,147216
BCH,GAVQ5RFK4NX3JWHCBF4MILM2PADMJW4FS3D222Q5MY74JBUBEGBOFBCH,145682
AXLM,GCIAZN2Z6NFWHBFHIXDE4UKH5W7U5E5M6P426JXDUCIRJUAWSTVENVPS,145112
AIDOGE,GBO6DKJYFBG7UEUSAOI3MD2SF7FJWEZBRICUAILXWGJINVL7SKAKQ7X7,145041
PDT,GB22VOFPLW43THCH6AIG4GTFGTC6DZOU5VHUVDHMXLM6NLWUBC2I525A,143604
COIN,GCRFFNWYQYLVVA43CD2RVFDILBLIFVBTGTXKVVMTJKBRC6PZWYQOAWCQ,143092
yUSDC,GBVKWXRJSITLJXO4VMQBHUKDAANOYNDJD4YQ2DUM6UABJ226DQ5LUSDC,142445
ASIV,GDLA2ZKWK2ITJV5DE5WSSPVR43UAOTQUXIZCVQYRJL5WA2E6JLSGGGIS,142293
BRAZIL,GA7GKMJ4FWUDSYZGJDWOXV2KHELZVSJLJXE7TCB4TAUXWWERPDRTBRIC,141498
eAPI,GCDZZ7PZHXQ35J3L675Q3HSZGENGAL6W26YZSTPYGONBWFIJPHEA4API,140987
STM,GCMS2VO5ANJCESJBZVC3INFSETS3K4UWMU47W7KSQ2BYASEQAN4NUSTM,140639
EMR,GCO3IGH6QJ6LDDZ653AWTM2TBI65D7Q2BURFCGF6JHUPFR7IVNKTMKI7,139989
TCKT,GAKYYYDA6DY32LPC5EPU6M525TVCA6KJCWFJFIUPH74UPQ7UR2OKVXNM,138978
NEVADAGOLD,GB7SESYPLRRIUZY4L3OZ6X453Q46JTFTNRKEWCJ2FG47G7H4XUU7LTPU,138019
MACQUARIE,GD5BELY7TXABVPGOJI4TPWJ2F7DZBYQIQY4XKZHGYYQHHKG4XQAOMACQ,137968
eTRADE,GDEY5GEQ3EMVPOJH3RBLOAYXREB6IC4GV3QLS33NTYU77SRANJFNELON,137816
FREEDOM,GAHRBUICHAVM3KZHKUI4EBQFS5QHRLPUPNI4ITX5N6LG4LA2HQS6FOZR,136793
SPQR,GDGBLAE6EIE45E7WK2H7L2YBFPJBGOMYAM3IVJ4OKFQTZ643NJTHSWJS,136727
VIRIDIS,GBTWTT7N7TIC5HROZHV7IEW5T5Y477BN4RTU5RQZ2F63MOK4OAWAVIRI,135602
eOPTIMO,GBG4BFUGQZQYMAZ47G3L23UN4BS4SXXABPVULEJURVEVMS5PYBKQELON,135044
LAPYAP,GARM47SEALFZXCN235Z7MWLBT7ST6TE7QYNYWE6ERQ4PNB52VJXTNQA4,134171
CASSA,GBWT45O2FHZABXQ74XC3G263MEK22YBXY7N4SJGOOVWAFVBP34ZND2J4,133850
NAVI,GBUW2GSJXI45IV6QV6OEYFRE4UV7VE4O7QCNZ7Z6KY73A26V3ZBJNAVI,133842
PLATINUM,GATG6UKVQZKHK54WGHXA6M3UZQ22JNG7KFYWPBHJPORLSQ5GCMFWPLAT,133690
WARRANT,GA6SAVZCCTBKXK6QNA4FOTLX6MUJLUCQRE3NA7FQDTZFNQHDJRLENHDA,133201
yBTC,GBIOUWERPYEMHRHQHHBVT3E5CEJEHANO22H33DUJQYLHV3FXHLWMYBTC,133170
FB01,GAEOCYPIX36WFIJH4JS4AYZPAJLQBI6BTA5TWCDACGHY3JFHTUOAFARM,132806
QXLM,GA2AFNJ43KQD5X6UIYWZ7SQJI5JGVCGTGHWWTBPU7PTNBHL3GVSBQXLM,131593
ISPEP,GBGOBGXU5AGHADC6H7KGMEPXEIOJY7ZKIKLBTU363OCQTZNPTGNTVQJK,131152
MOON,GAYXKLFYNIL5VQDMXANANLMML3LHDHNEVHYSSASO7LSJCQVKLE3S46D5,131030
MLTS,GDEMF2ACRL26OC6V7W76HA4CLPJ5H3QE7P4B5LZ5ZCL5IBF72655MLTS,130782
CTGX,GCHRGKAGOYJSX7NWOLQQXW5R3JK55XAI4ZQFF2YQWG4AQODUGR6MHWMB,130060
INDIA,GCG52PRJDRVIQQM4XXFVFHX4DW2RNBP22FCLJXSYKNAMQTKTVDCZBRIC,129656
APIS,GCYKQ2627BPKMSUZJK64GPYVKD4TRNACP45X6B754PR6TCYJXCHGUTWB,129515
INDEX,GAOLE7JSN4OB7344UCOOEGIHEQY2XNLCW6YHKOCGZLTDV4VRTXQM27QU,129415
LUMENSWAP,GDMGSQ4GDLKNKWOM4LIVJBMS4YQIHAZP2R56AWTV4J3JJYHDO72F5XAW,128758
ALBA,GDFRIA7UCMGI4H7QTO3TKCCDKOW4H4X4STOUZE5AQOWW62NWZIKZBALI,128412
XPAL,GAME7NF5G4D6ICN6NSUGEGBT6BF6M2ZDOOWR5KL7NILOHDVMH3IMCR7Q,128277
ASIV,GDO7QNI3HTR76XGHLT3IROR5IKJ52CM2CWA5L2TXBKJWQV7OFLKIWCG3,128080
SYSINFO,GDDV7XPE7ACAQCTPKB4YZJ67Y5MOBZ3LHBPKXPBMAAXNQXL7JRZ6PSYS,127175
HBAR,GCIAZN2Z6NFWHBFHIXDE4UKH5W7U5E5M6P426JXDUCIRJUAWSTVENVPS,126971
ANSR,GAEQFO7DDXQCJ4REZX6M6ULRNCI7WBXTJPMJRRWZQBA3C5T3LAWL7CQO,126344
USAXLM,GDUZXK2FIGNQIZLSMEDMKZLPA3CXW3FXEGU2GSVPO6KOR5WVJHHOQUSA,126203
EKIN,GAAXV3E7MYFTZDREN2W4XKUWK4PUCXNQYB3P4AJUUIMFPYLWESWYAXIC,126009
QNT,GA2YT3ITDNZ72LNQ7IG5KLPQHMTH6LOXFASCL7GIKRLILTCU2DFZFQNT,124816
USD,GB3OE4IBQTYQFZZS5RXQHE4IPQL7ONOFOSAIS2NFRNMJKZEAI3AAUT2A,124673
eXLMP,GA7PH42KCUSSVBB3RLXATVVMK7UGG53WHPMM4OX5AHPPINT5SI3TXLMP,124655
TRUMPESTATE,GAC7BCDALU5SAZF26MXPPQOY2BHXQG3EQTTAM7A523UB6INTWVLG4INV,124571
SFMNP,GA5UXBYOFAW56BQJB6XWQTOQMCAEEQADDPOORNTRW7ZKZRWQOYTFEWOM,124357
HBAR,GBPQFIWFZS6LC7CNUIUO6ZUKKTVRKK6WPHH3AYVSDKTIQF7MLVUYLZ7X,123926
ALSET,GA4LXEHVL7WZOFL7KRQEZ36ASVNJFP6OHQRS6UQ36GFFGYS7ZZNAVBBJ,123580
XRP,GBCZPJAEIU5JQM7O3TDPKYC5KLNSXLJ2XAQ4A3DAA5W6UJUM7XCD2B7X,123334
FUEL,GCXOSD5IQ5RTTPM7JUTJH7E542JPUOYXPCKLCXVDHUD2AHWFXNYUKVIT,123161
BTX,GBBAMI2WU6WJHDL3CQKT4LPXUC76WCEMQJMJIVQGL2G5IKJ2JHEVHG3G,122926
SENGOLD,GBBHED6YIWIQPRPWKMXYXUTNGN757Y4SYHXMSTACD7HALOAGBOYGSNGL,122254
DZA,GCEI5F2PL4RHI54XH2FX5LKWS37P2Z6EV7NRSNRURP7YSM2IBSUMKIUK,122141
LDG,GAO3EFWBWK6T7UHWRHXBA5WSASD7APA3DZ7EA57JZMFWEU4WU4WB6LDG,121420
ANONINU,GAB3DTOQOKO45T262KMVW7AICSAVJJPGYLZVWFYCNB2BJ2JA5EQZRUHX,121202
yXLM,GCP6CUMUVDYNASOAYT2ESCEUOFI5WVIPJTBACWKTJLR2RX24QVQSYXLM,121064
GUARDIAN,GDGTCQCHO5I7O3M2NWGIAKQ3NF6NIHDJJF6IDXTWFG65KHKMJD57PROJ,120010
ANTIVIRUS,GC3B2GD2WVRVQBKUVG6TQWWP6LRZUJF7JPWZGIUAUMH3DTICEZ5RHACK,119973
ALGO,GCIAZN2Z6NFWHBFHIXDE4UKH5W7U5E5M6P426JXDUCIRJUAWSTVENVPS,119809
WHIP,GCJHCQZW7ESTTZGQSFX4P5JRDCCSNUISGHVY4TG7GZQAV2XYZP6CF77R,119410
IND,GB7WBKCTJEMUAPF4KFQL2BCMFOBDVA55YURZB7I4NXAEE2V4SXHJGDV4,118894
ADA,GCHPQJUKDKVDQUDQZ3RSIO7TX5K2JYNDIF54YN7HMVBTTLYEUI6OFADA,117524
POC,GCSZ3XMJZ33D5DKQP3DYPBY2STYFL6SGYK2SGNEHO6RYVMPB5TDGWIW7,117131
WHITEGOLD,GCWQO6O3IA3BADZWBGEHK7HMGGDKPAB4T2GMXAEERH5E4VOT4LIFAOSM,116980
BARD,GDMSCG4PFEU7ONMTPXR3JGCJ7PMR7VSZM6MDTHTVXQ6KPOYXUPZJBARD,115588
yHELIX,GDFAOY7JTTJYT5ZL73NJZYLKEWXTD6NLSFDHJY5AJ6EDX2A5BSPKIKLX,115560
LINK,GDHVSICICPZFILNHR4ZNDMXOC24YIZLBZK4DGDLPPGGAYVCYZGQ2FLNK,114581
FIL,GCV5DMOTASGZEELHZKBRG6RREYFDOAPCY4C2G2ELVTZEBEPSUX5GFFIL,114393
ePOOL,GA6AOTVLI736FYIRQUFGMGXELOT7ZXQI4T6BTRAHTONKYFEAP66EELON,114076
XAUoz,GDQSKB25T24N62MHTJGB5ONRURVWEDMZBOGII7B57RZ77CU5CLMWKTR6,113937
IKIGAI,GBGQ67Z2THYAJ2GMFAO24I5VGKDQEJ6EQB4TDB2VPO3XR2S4WZPFI3AC,113690
INR,GB3OE4IBQTYQFZZS5RXQHE4IPQL7ONOFOSAIS2NFRNMJKZEAI3AAUT2A,112983
PZINC,GDJ3XN7FCJDCKTJ4CRDLKW3XF5OUXS6CS6BYCQ7QLNDU7CP6MD7HJPOL,112885
WBG,GCTOA4UWWTCQZMT4PYKIBS2ILVP3AMZYAEEYSC5UM2SWKIF25MSAKWBG,112312
yDOGE,GBD53O4AWMYER24LM6WIBBBAFZKWVNQDONZ7KE4IZUJB56UARR2YDOGE,111761
PHILLIPS66,GC664JAKKQPEVUDUHCD5Q4C3YX4JQ3RNDND3OSYB2JL32YAY3USAPHIL,111420
BRK,GCDXI3WXRLI7C3LLJZ4TVQ2AN7GO5QQTGF4OCIBOMPJO5MXNAGXPJXK7,111419
ROCKET,GAK26TBCGCBRG6HAVCJLIIAGYTA6OTEUMPIZM4F5F7ZMG5MMHKMCQAKY,111206
PAYBO,GDNUDY5LNUVCO55LLK6H2RCOILB6EO7UOVAOGDTV3FB7Y2U45TMAXD3D,110502
ARKQ,GBGHMGCRNOEBTLBL73ZR5R5P5WHC5X24244ITKUDYKXMILJBIPMCNPBK,109780
UBS,GDRTUOLV6UKVCIC7TENARSVDHAAUSBORX2LSBC4KMFQF22I5HU3Z2YPX,108636
VIP,GC3B2GD2WVRVQBKUVG6TQWWP6LRZUJF7JPWZGIUAUMH3DTICEZ5RHACK,108486
TOYOTA,GBW3JAGBMMSULGE4KOMGQ4J7RYQHUFBSD33RCTHPBJVYUHFJSTIFK7KD,108167
MDGOLD,GAEUK7C64HVJDMYYPMH7NKB5NCBZ4OMS4PMCIBQXGR35THVDVHXL5MDV,107958
eFINANCE,GDLWTWDOTAAXD73WB65TVCFNMVRB7DJR5GDJRB3RAI3L7O6ZPNFQELON,107691
Kred,GBDAFOWGOJSRLOQVTDJYJVRAOK3FB74Y53IYCGDD7YNLLKOYSFIFA22M,107627
LTC,GAEUHK4T66HDESLGYQQEOSELMR5YUDSU43BGPM7B4TP6DID52EFQFLTC,106263
eEUR,GAJCGXRK4LIVOOK642VMTDXLMYMPDJCLZJ4HZY2VWKD2HSEHG2QQELON,106166
BarronTrump,GCVBSM5M6BKZI7HHIP43OSPSDFDS6A532WTMS4YTCCKRQAA6IYTE6BIL,105703
OIL,GAME5YNKHIPRSMN2BI3HLS3OYD4NE6FQ2WKUUJPYYM6GU4MRDUBPHN6B,105232
IIRON,GDYHZKPI43B5QK7BJ4UWFOP5AUMFK6TGYI3EDT76MXSAJP7ZW3YCIRAN,104945
ELGOOG,GBVKFKU77FCA75TQ6EYAUKIZG4NJL5NTMU3I3YJJI3MQUMG2GLH44EM4,104397
SWIFT,GABC4VRT7FFH45NZKRZM7HFYZOSO2TPPQ2TOX7ZIYYVS77RRME5LSWFT,104047
ICP,GARL7OD3VOGDOUFYCGDWNONN4EFAFUVDMA6ROJZJDOPHWFUZUWHHFICP,103964
eLABS,GC2UPJMDPYVNVEYIDQXYC4Q7R6N5SJZ66U46OTUYQZLVXT47ZREGELON,103900
DZD,GAME7NF5G4D6ICN6NSUGEGBT6BF6M2ZDOOWR5KL7NILOHDVMH3IMCR7Q,103599
MWT,GAOOKU564V65FNPLD2ZNXDHQEUOACB46ULXCBC2WEK7MIGVDSABGDLTZ,102987
VCAN,GCXOJK55F3UMCSRTQ7YMMMUUPTBOEW7JNMHVP5JAPXGILGSHC723O6Q4,102098
KTHOUSE,GB5BK7HJK7SJGJXN4X6BV2QBEWGXVMEZJRGKWBFU6PK6BV4DW7WOQ27W,102097
HNT,GD2DGNXZHMTRWZCV7VTZ5GIROVB2NNIYXHM3UIOCHJLJG2IV5ZRZ4HNT,102089
eEXCHANGE,GBGDQZHIK36ZVCCCD3VDEWE4PFQ73OIH3U2NKUCT5IMOJ6TU4LL3EXLM,101883
OVERLEDGER,GDBPVKZMGRNXZK27QHAOX34D4COIUE3HFFZYQ33EUOMTGH6HGNOWOVER,100990
FLR,GCIZFJM7W4KGFUSSIOYK6BWIDRFOVLUXNFQLBX6ILZQZD6WAFKSV6FLR,99641
STAR,GAME7NF5G4D6ICN6NSUGEGBT6BF6M2ZDOOWR5KL7NILOHDVMH3IMCR7Q,99260
BTC,GBSTRH4QOTWNSVA6E4HFERETX4ZLSR3CIUBLK7AXYII277PFJC4BBYOG,98858
GHAPLATINUM,GCIY7JI4GYZQEAQ4OTHUY5NHJF7SMSNLEJKYGIXWEGGPSACX4MFTKGHA,98714
BOT,GATTH3VPK4PMXLE7JSEJ3OC72OYOGJYINLHSCJX365BP6SAV6GKSHJAV,98216
VLCC,GAME5YNKHIPRSMN2BI3HLS3OYD4NE6FQ2WKUUJPYYM6GU4MRDUBPHN6B,97802
SSPC,GAME5YNKHIPRSMN2BI3HLS3OYD4NE6FQ2WKUUJPYYM6GU4MRDUBPHN6B,97213
JURAPROJECT,GCGDE6DOI5PMXI35CKJ6NRLIX3XNWW7PJ6PEDWTNSMI6IXZVNRCIJURA,95990
LStore,GBJTZMGGX5RUQSPSSFKCOTVU6CFOKDKNF55MPLWWXXMRBKOBRAHILPYA,95899
MARGELET,GBVQD4AY2XHSEMGCX2QCXAGLSONCOHZJHSDBIMHVSF67PYBGIL4YZLX6,95414
UNION,GDSSCVJSQOR5NNYT3N35LFJKX4HGAZFQXCGEJLBTPG4QPG5BJR4EUNIO,95378
BRIDGEWATER,GCDXI3WXRLI7C3LLJZ4TVQ2AN7GO5QQTGF4OCIBOMPJO5MXNAGXPJXK7,95355
FCC,GDVFPBEONJVM3AJQM6PQWFCH6XK5YKIQN3VQOJPLDXVYOOFFWVIJDZHX,95198
SSPP,GAME5YNKHIPRSMN2BI3HLS3OYD4NE6FQ2WKUUJPYYM6GU4MRDUBPHN6B,94887
USDr,GCVNEYFLWPWNUO3BJ7LVES5DCM2WF3S4SO3T3RHXWIONKM2TSWOQUSDR,94782
NUNA,GCX2ENOVSSOOH6G4HIOBMPCBFXHDVDGA546NK3ZFX3NP3QS25BKZBWOW,94161
BAGS,GCIAZN2Z6NFWHBFHIXDE4UKH5W7U5E5M6P426JXDUCIRJUAWSTVENVPS,94111
UKRAG,GDMFJQDBI7R4GVYB3BGHM7LJYBWGZVPVZ3OUZKIL6UT2NF23LQABUKRA,93976
DGC,GDBLGJSHUVVK5RDCLRZLQDJMA5PIQZ4MCCW7H7XHVYIERU64J7XNV5GU,93853
GBP,GB3OE4IBQTYQFZZS5RXQHE4IPQL7ONOFOSAIS2NFRNMJKZEAI3AAUT2A,93834
PILC,GBZ4R4SWIXPDY2XRQWX3L3ZCDBWEQLGMLKMVCBOPGR2U5XEKBOZZTCGA,93580
AUMILITARY,GBPSJ2KCIJHDCCWNSF37MWJHR5HDPF546DRN6SAKD3NG6GYYT6PTBANK,93264
AED,GB3OE4IBQTYQFZZS5RXQHE4IPQL7ONOFOSAIS2NFRNMJKZEAI3AAUT2A,92835
PESO,GAW53LKVSJOMQWWFAGR6UTYNVXQJV4R5BGEYZL4JOMT6F4CY6O5S3DQP,92743
QPLATINUM,GAM5E45JMMLMZLU4BTY3PN5TO4GVPBU7MN35OAXJUQMWG7PT544METAL,92657
CIRCLE,GBOGBKAHMXIGYHA5JRPOILGM37SJLQ52DISXCKJECAVKOZQ3OQ3J47RO,92207
XCT,GBOAYBE3NJKS4WPIVM2H5DVFIDYLAHHD2DAWYL5LLUVYF77M3JIVGCTR,91508
HURU,GDYG7OEXT7GO2WOYJKRFMYK6PXQTPFRKO4JSNRRZWE4JM2V6QWQR2QZD,91353
LAPYAP,GA25AUGGORR7SQT3FGENZ35GMZI444QS7DHTUUJHUZ7IIMX4A4D6ATA2,91109
eGLOBAL,GCFY725Z36F6UO7IYJ2UBAKURDRJVZGACVAYTOMYMJF552Y4TIW5ELON,90757
AETH,GCIAZN2Z6NFWHBFHIXDE4UKH5W7U5E5M6P426JXDUCIRJUAWSTVENVPS,90499
EURC,GAQRF3UGHBT6JYQZ7YSUYCIYWAF4T2SAA5237Q5LIQYJOHHFAWDXZ7NM,89940
CGOLD,GC5OY26ANLF6BSS4W3WUI2QESOETDULPZMRDKHQEGKO3XMY5LMXQCUBA,89753
PETROCHINA,GCLBAOQ65NV6FDC76H3OPQNDWOARTQWDBWHZQFHRXGQ7P5ZCLMDV7CHN,89375
IFCI,GAATECTOETXQO27H7FORFWGHJAVT7RTNY7OPDATPTVENJM3XSTOKSXO7,89154
RBANK,GBMJMN5OZIBWI3UWQXSHII5WETDE4JHQLNBRSG6SI6MKAZYAGJSTYRUS,88881
Indocoin,GDJZKTSK7S5C5ATFX5JCPXW4IBF55XHWMWLDHA5XK6WJEW6NL2RPFTSS,88437
GETF,GBGHMGCRNOEBTLBL73ZR5R5P5WHC5X24244ITKUDYKXMILJBIPMCNPBK,88177
CNY,GAME7NF5G4D6ICN6NSUGEGBT6BF6M2ZDOOWR5KL7NILOHDVMH3IMCR7Q,87994
GOLDMAN,GDRTUOLV6UKVCIC7TENARSVDHAAUSBORX2LSBC4KMFQF22I5HU3Z2YPX,87813
PAX,GCIAZN2Z6NFWHBFHIXDE4UKH5W7U5E5M6P426JXDUCIRJUAWSTVENVPS,87769
GUARDIAN,GB2Z42DRDOLLRLH62JFM3EC35DHD2KPETP6KKMX7EYKLFZEUXGGXG7L6,87608
REPSOL,GA22YYOMJ7JW7244KBYKMLU6L5KDA2ZJPUHQ6X743NIZ63O4YUYFREPS,87280
QNET,GDRF4GKWE7ZPQX7HJJ6VKY4ILCQUVRMVUHIKNUNUVNE5RRWTXXZAQNET,87201
HOPE,GBAOB4O4LUZYTPAG64PZQ7CVLV3PJWQA7B6D5VBCQM42W74HN5DDHKMO,86476
ISPEP,GCJXS3GGPPFU2F75J74GOHHQBSTNKSW74NR6ER7KDHKZXRRS6WC3NOX6,86383
