asset_code,asset_issuer,cnt
xEARN,GAO6UVTST2BP7XDNW7UBJKXG6MRRGMZJZHV5DNHJ3CNHAPAHB6QLWXPO,45904
BLACKROCK,GB2Y32F4PXQ7GAEPALSL6ZJMER3DMW7IRCZRYZDYZW4PB6YTHBPJTOMD,45844
yXRP,GBO5D46W7MSERKIL4WAIGFSMNMBHSTVTQCZPN3SMOUEIEA46GKOWYXRP,45772
XFX,GDMQHO2PQHZIY7A5DG6K6MZUXI4TTBQNU7OSMMVRM2CZRS4RK7MYZFNE,45553
NETCOIN,GD3HJCGRRZJVBBHOINYFPHBZYWZJUO3AYWGUDRJCBRUCBRVKIHZXZQZM,45525
SBIN,GAATECTOETXQO27H7FORFWGHJAVT7RTNY7OPDATPTVENJM3XSTOKSXO7,45499
XAI,GBSFPOBNVKKJMXDS3BH3SZKDXTEZJMZR7NHE4U3MZ7MA7V2I7XEGJXAI,45496
BOND,GAME7NF5G4D6ICN6NSUGEGBT6BF6M2ZDOOWR5KL7NILOHDVMH3IMCR7Q,45442
yETH2,GCHSXMS2DF572BQ6GKDPLKLJ6UXTKJURFEO23YNTTYD7CG2FTHXYYETH,45427
NOUR,GA2FCRDVWLTGOEZXAXM3RTZ6RI2S2ZI3XAAX6MILQWQB6Z4CEXLHM4WP,45387
NEM,GAISQZX2KTMVEOHD3GLRBMQQH2ZY56BUMCLKYGVGT2XWO55FV57KRIGB,45343
HKDC,GA4BYMUO5D7OLGVJWZ2D5FCWU7SB63FNZ4QUU574SMNA6ELK5TZD3SO3,45281
SPIA,GCWOX6FKD3PIV6WVFLK35H3UEC5WOAPGVPEGEF5WLTBWFKBIJ4GDOJWA,44868
IPOAF,GDRIDC2S3EVMWU5C6MF2COKCN7WJ74RU4WCCKAGLYI3KJHLXJB644FWM,44827
IGOLD,GBPJBZ2NYRCXP2H5S27GIJXEU5HHNU2U6YQXRLA4Y23ZY5J57PEVIRAN,44686
SPX3000PE,GDNUSUAPQ6RKOEXWUQFVLK2BBWHZYXFDQAZVNZKTGQWI7NYIL4IRWQPB,44469
MONUMENT,GDZXTDUDEPNACPIL2OKQKQ5EV5UNCFSIGRYD5DTXMZ2AW6WXHVFHSMON,44438
CANON,GBW3JAGBMMSULGE4KOMGQ4J7RYQHUFBSD33RCTHPBJVYUHFJSTIFK7KD,44421
WSGBP,GDSVWEA7XV6M5XNLODVTPCGMAJTNBLZBXOFNQD3BNPNYALEYBNT6CE2V,44184
ROTI,GBIWLIUQPARDGUWCIPZWQ4PSEU6A5372G26U6NGEQ2AZITD2UEF5UTOX,44184
B3I,GAXFXQ4N43J3DJWKZIB47KU6SG5HZHGKHJEATPYMMDBMPZAA4DMTAB3I,43867
LAKH,GCBKL3OK4JQVRI44FOY4HW3RGDUWCGICZAM3TK4VXYEQHA3NJRFSGINR,43690
CLK,GATUZ3X74JYOLTALWLL4Z2LBI4L4ITIT4ZAMBNIOMUHVSQLPX2W2MFS2,43510
CENTUSX,GAA7Z4PABE6YWKIA7WQLQL2L3JTP7QLFKMHVPC3BIYSYQHAHGEXMH5DC,43485
ZBZ,GDZZEJPAY2M4BU5EZ3H2V3HPNYHQUQLUUHKR4OQAM2RM453FRDZUOZJF,43343
CLSL,GCVRR5PTNYQZ5JV5ZVJ7CFNFTWY2SQWJU5Z2VOVBDRYJONWCZVV73KEX,43314
PANASONIC,GBW3JAGBMMSULGE4KOMGQ4J7RYQHUFBSD33RCTHPBJVYUHFJSTIFK7KD,43280
WASKITA,GBNGZRSVJX23DEFHCGY53SFGBNEHXGFMWPUGUE5L3PCYR55I5K5NDIQ6,43200
eSTAR,GAARRZ3HCQRHLOFF4ABLGAT5OKPWGV6REBPHIGFFQPEOZGNFTIJHELON,43103
BRICSRUSSIA,GAUCPLSPBJKOSN7WZK6SDD2BYPQMC3YSWMLX4XXY7S4JPQFLJXEINDUS,42823
PEDI,GBVUDZLMHTLMZANLZB6P4S4RYF52MVWTYVYXTQ2EJBPBX4DZI2SDOLLY,42812
HELCA,GDRIDC2S3EVMWU5C6MF2COKCN7WJ74RU4WCCKAGLYI3KJHLXJB644FWM,42802
MARSCOIN,GD6U6756YWOCQZVQ36WCIB63NUOL3T3DNU23VNJO3CEVPVGACMUH4DOI,42692
BABYDRAGON,GDFPNTBISY362O5HFYPOVCHBLHPUS5DMRHQA45UNZYTSX2YYIWB5CLT2,42560
INDUSBANK2,GAUCPLSPBJKOSN7WZK6SDD2BYPQMC3YSWMLX4XXY7S4JPQFLJXEINDUS,42467
ONE,GCIAZN2Z6NFWHBFHIXDE4UKH5W7U5E5M6P426JXDUCIRJUAWSTVENVPS,42333
XRP,GDAHAIGOE4YT6EMP7SY5M66IE6DO6NG3PGLGX5XYE3PCJ6IUYUDDPXRP,42156
DRT,GCO3IGH6QJ6LDDZ653AWTM2TBI65D7Q2BURFCGF6JHUPFR7IVNKTMKI7,42134
DOP,GCURFAOIY7TYEMXXZ2LFSZJ2ALGFFPSU3EDGMFPCWVDESQ2NZWN4GJ6R,41844
PICK,GCWQO6O3IA3BADZWBGEHK7HMGGDKPAB4T2GMXAEERH5E4VOT4LIFAOSM,41803
BCH,GAEGOS7I6TYZSVHPSN76RSPIVL3SELATXZWLFO4DIAFYJF7MPAHFE7H4,41661
JPMB,GC5EPD6P4ZOAAG64WJS3RUVVI6YGRPKR2BRN3J6KDYOE234I3A4YXR6W,41610
CHERRY,GAPD76XGVNRUL5ULMASBPAXWTDEVORM34PEJ3MMNROTF7RAQOIXYSO5V,41523
S7SPACE,GCE7KU5OI4MTEMZUEEPZR2VB3OZZBJJDP53S2XVV7WU5B5RSLB22YXS7,41512
MVIS,GCXOJK55F3UMCSRTQ7YMMMUUPTBOEW7JNMHVP5JAPXGILGSHC723O6Q4,41494
AGOLD,GAEWROQWZA2ZGWAYFQZYVMIAJNP4WFR5T3K26WXXDOLXFKHYAOAQGARM,41375
SBQ,GDONHPEEATKSMHRF4HVFNIF4YLII2DU2X5QZQDTAL5EWSLY5IGFQXSBQ,41216
BLACKSTONE,GAOXBJNANETDHLEUI7Z3TTE4NW5SEHB7IJHT5LQAWCLFV23UKBN2VLZY,41214
SCB,GAATECTOETXQO27H7FORFWGHJAVT7RTNY7OPDATPTVENJM3XSTOKSXO7,41185
ZEN,GAHFKAGQ2XDJ22TNNXRSRUJ4JW3RZL4YZZ6HXRSTBPOR5PSNMOI7V5TQ,40777
ABAY,GCO3IGH6QJ6LDDZ653AWTM2TBI65D7Q2BURFCGF6JHUPFR7IVNKTMKI7,40537
SFMNP,GDNMZKLHUMLMQQZARAGUY2AG4MAETER55ICEPLCS4TYIJ4UCKSFKLLJI,40524
DOT,GBYGYSGXWO4ZDHYC6AC2INOL3LN2XTPUW7Z7WDB3RB2M7HWANQKPMFXA,40482
SAYU,GCXOJK55F3UMCSRTQ7YMMMUUPTBOEW7JNMHVP5JAPXGILGSHC723O6Q4,40444
BGI,GA4FVJQFHQV5PAYYEYXML7G5JFWAA6TOQS5FH7ADS4Q2QEHKEEA3PCKX,40346
XDGB,GBAOZR2PFECM6UWJUHRRCBUORQZYYNDHTNODRBOBGMX7SRDE6Q64TEST,40316
JPM,GAATECTOETXQO27H7FORFWGHJAVT7RTNY7OPDATPTVENJM3XSTOKSXO7,40299
CATL,GBNEKKSWEAJVYUJ55FZBG34NA5DIBKSB4T4IJDHI22BW2W6SKKGNZ6F7,40268
SALT,GBDEVU63Y6NTHJQQZIKVTC23NWLQVP3WJ2RI2OTSJTNYOIGICST6DUXR,40257
NAVI,GAHFKAGQ2XDJ22TNNXRSRUJ4JW3RZL4YZZ6HXRSTBPOR5PSNMOI7V5TQ,40221
LMW,GCGHWWNTL37TOPWJGA7PPCY3LBEDEFII56HPONQURYTLP6SB76CVELMW,40079
HSBC,GCAFMPTDKO525DQ54S3B6FVIKYR6PFX5CHO6LPCEQEIHK6XFK2XEQMZ4,40020
AMZN,GCAL7CHEHVGEZ5L3HOWBLBPBM33ILG72PZR3VWIX6NN3RZTFJO7PGFP6,39988
OX,GDZZEJPAY2M4BU5EZ3H2V3HPNYHQUQLUUHKR4OQAM2RM453FRDZUOZJF,39733
NTC,GD7NCN7NAJD62TUOJLMWEVOGT2YU7BU2565TLYP6R2VWSNRK7SO3LKUF,39584
EAGLE,GAGXIR2LJF4UZY6KK35EN3COPRHZ3UN3AYPFP5GJCJAHLXU6VU4QNSWX,39502
ALBEMARLE,GBN25UURF4FRIZJCMD2U2INW6A24XTP3ECVEYTUKDQ7532T5ORJYALBE,39421
SVM,GDRIDC2S3EVMWU5C6MF2COKCN7WJ74RU4WCCKAGLYI3KJHLXJB644FWM,39346
AGRO,GAEOCYPIX36WFIJH4JS4AYZPAJLQBI6BTA5TWCDACGHY3JFHTUOAFARM,39333
NAUT,GBYCPSIWFDZR545OHA36PUJB7SH52ZP6IX6VLGCOYQTCNIFDFEFFDZOS,39273
ALGO,GANTNUO7MUGXEDTUS2EBWDASC3EZCZNA6CEAQU7OQDIFMP5OWWQROD5I,39201
Ananos,GAB4YW6ZBV73IFQDSVYGKOXTLWX67LUDXRAXHUW2U5EXIFCMAWYHEHL7,39116
NWCH,GABCALAFU4RHCIRILQ5VPLD5NSHAWYZHINSUIPUCPYZMH35VVGBSJTK2,39017
COPX,GBGHMGCRNOEBTLBL73ZR5R5P5WHC5X24244ITKUDYKXMILJBIPMCNPBK,38989
NVIDIA,GBFGY4AOF2BQNKB4NWOP2X2CJH3F2U4AMCWUK2CPVYHPKT3SXMQGXBMT,38683
DOGEWRAPPED,GAUCPLSPBJKOSN7WZK6SDD2BYPQMC3YSWMLX4XXY7S4JPQFLJXEINDUS,38476
ZSILV,GCYB76O67HQVTU4YRC5BOU6LFWD6PCQCFUAE4TNWY7QCT77GW3J2IBAB,38441
KGH,GDRIDC2S3EVMWU5C6MF2COKCN7WJ74RU4WCCKAGLYI3KJHLXJB644FWM,38429
eCHAIN,GAZ4E7JBSMTNOZEFL7HQQFQWZ6K625FTBZBAW5LCDKA56Z7KAXCHELON,38386
UBEC,GDPNB7S3IOM2J6C3NA2QG4TQAUCRZXPJJ4HSCSIKELEH7ORUCX5UB2VN,38345
enec880423,GDS5JKWWPTISJMFVUPC3HOJKRXMNJNYDNM2OEXDG3UEZ7RGG7X3FIZZ4,38277
PRESS,GDILMBFBVDTNYOJCVFPDCONQPTSOBNBKY5VJHVJ5MSIYV445XA2464X2,38236
FOMO,GD7RO7LYS57VBCFZJWUQ5BL25VICMPTUFVZTX6NAHL7MGEBERVUC27SD,38193
SINOPEC,GD37CWVM7APZXNDB5CNJNXYAWJVVJDFYFSGMWI2IEIUOZIKIZ7M2SINO,38165
WILSON,GAGTG4FUSUH5ANC2J4PESTWWZLWXV5NP24XQWSSE3I5Q2LFL6AKKLQZ2,37934
WLO,GBIL5TOVTZFNV3XS3E2LWTKU5SYOJ3UBCVBSKAMP4EE4MV2VSZQK7NRZ,37914
PLG,GBQMSDL4V2FENVO6VBSMVSIRWFUWUOVHEODSTYEJLDREWCSX2UIIHZVH,37901
SVED,GBXBRGVWY6A7QQP2J5DKZGMH6YBPYFGZL4C6TSYRVYQONTUOYYMDTNGR,37855
AQR,GDRTUOLV6UKVCIC7TENARSVDHAAUSBORX2LSBC4KMFQF22I5HU3Z2YPX,37810
INDUSXRUBLE,GAUCPLSPBJKOSN7WZK6SDD2BYPQMC3YSWMLX4XXY7S4JPQFLJXEINDUS,37784
FOAT,GDZZEJPAY2M4BU5EZ3H2V3HPNYHQUQLUUHKR4OQAM2RM453FRDZUOZJF,37662
liragold,GAIHDHWFCRGTUJCDUIMH3WGJG5Q27PMPWQRO5BIKW4CDVXR57ICJYG7F,37608
USDGLO,GBBS25EGYQPGEZCGCFBKG4OAGFXU6DSOQBGTHELLJT3HZXZJ34HWS6XV,37596
PANTORO,GCDEQ6CBGD477NUZTTSEPWYGQOHLSGUJXJTSJTRHXHMJHUBJBEPRCPAN,37584
ARABGOLD,GD7SVRDPC27NSCZBD4SCZDHY663XJ3XDTKAVSVCQNR6P475UN6X7ARAB,37478
TRX,GDYN2XLEFV3OT6RUAUB4H7WKCSNDRRAFYMWOMUEZZMLWMFWEQNOF4P46,37409
EZLY,GAU3EZADMK7P2MIUV6UVR56KIBMXPAKA52XZLTD5VZ6NNMZVYRUKEZLY,37295
TOX,GDMJMI6UOPSHSCOB2QTX2AUXAQCTD4QRK4VK5UF3YCD663YNEACA7MF5,37270
HITACHI,GBW3JAGBMMSULGE4KOMGQ4J7RYQHUFBSD33RCTHPBJVYUHFJSTIFK7KD,37190
STARWOOD,GCO3IGH6QJ6LDDZ653AWTM2TBI65D7Q2BURFCGF6JHUPFR7IVNKTMKI7,37099
SHIB,GCVRNMZ6ICU2FZ5USGSFIVBS2AJVLEJC4O6VK6PDR2CEGFMJNBBQ5C25,37054
MFL,GAATECTOETXQO27H7FORFWGHJAVT7RTNY7OPDATPTVENJM3XSTOKSXO7,37038
KOMATSU,GBW3JAGBMMSULGE4KOMGQ4J7RYQHUFBSD33RCTHPBJVYUHFJSTIFK7KD,37002
KODAK,GCMU26XW2VBOQYMSQVUFPQOAB4BQGO7EBWW4IPU36KDTIFBLW2QYXPWR,36905
GOOGLE,GAVU7F5JQFKGWNJXAEML466TBS6J6APVWRWOVN5KWOTPBPMRFJF2NX5Y,36862
BLACKROCK,GD3DBHNZLMX3LU3KYIOFYYDSPE3WPTJIXREQXYRKNYXZF2WPY7MGXUZU,36862
SBI,GCM2F4LJ7IHEBPPNKQYJXFM2DXS5J2D44GSBXPKOHJYJBS6BGYXKJIND,36739
MERCEDES,GBY6GP5N4HKWH2F7HJ27JMIUIEI7NLLYVLQVUURGYTOI6KKWUJFFDLUU,36690
HPS,GB6BUI2A4W6NXXPX2WELWKFCP77BLC77RKUS35RA342BABIRSLAJ6QUT,36672
yAQUA,GANCHORKQEZ46AFTJLEVTA5MCE432MSR5VMVQBWW3LAUYGTBFTKGKTJF,36547
WaterBuffalo,GAPI5CJBMI4JA3DRGY23DWCN7BKACGXFIGMSMXPHDIGOXBNUBGMCWWGM,36510
CatFull,GAPI5CJBMI4JA3DRGY23DWCN7BKACGXFIGMSMXPHDIGOXBNUBGMCWWGM,36510
Raccoon,GAPI5CJBMI4JA3DRGY23DWCN7BKACGXFIGMSMXPHDIGOXBNUBGMCWWGM,36510
DragonFace,GAPI5CJBMI4JA3DRGY23DWCN7BKACGXFIGMSMXPHDIGOXBNUBGMCWWGM,36509
ChickenFace,GAPI5CJBMI4JA3DRGY23DWCN7BKACGXFIGMSMXPHDIGOXBNUBGMCWWGM,36509
HearNoEvil,GAPI5CJBMI4JA3DRGY23DWCN7BKACGXFIGMSMXPHDIGOXBNUBGMCWWGM,36509
Tiger,GAPI5CJBMI4JA3DRGY23DWCN7BKACGXFIGMSMXPHDIGOXBNUBGMCWWGM,36509
Hippopotamus,GAPI5CJBMI4JA3DRGY23DWCN7BKACGXFIGMSMXPHDIGOXBNUBGMCWWGM,36509
GoatFull,GAPI5CJBMI4JA3DRGY23DWCN7BKACGXFIGMSMXPHDIGOXBNUBGMCWWGM,36509
DogFull,GAPI5CJBMI4JA3DRGY23DWCN7BKACGXFIGMSMXPHDIGOXBNUBGMCWWGM,36509
BearFace,GAPI5CJBMI4JA3DRGY23DWCN7BKACGXFIGMSMXPHDIGOXBNUBGMCWWGM,36509
RabbitFace,GAPI5CJBMI4JA3DRGY23DWCN7BKACGXFIGMSMXPHDIGOXBNUBGMCWWGM,36509
KoalaFace,GAPI5CJBMI4JA3DRGY23DWCN7BKACGXFIGMSMXPHDIGOXBNUBGMCWWGM,36509
CowFull,GAPI5CJBMI4JA3DRGY23DWCN7BKACGXFIGMSMXPHDIGOXBNUBGMCWWGM,36509
OxFull,GAPI5CJBMI4JA3DRGY23DWCN7BKACGXFIGMSMXPHDIGOXBNUBGMCWWGM,36509
HorseFace,GAPI5CJBMI4JA3DRGY23DWCN7BKACGXFIGMSMXPHDIGOXBNUBGMCWWGM,36509
